url,review_header,reviewer_name,review_content,review_star_rating,review_helpful_votes,verified_purchaser
https://www.target.com/p/apple-iphone-14/-/A-87577447,Great service,Monica Martin,I find it very easy to use and high quality of performance,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Good phone,Steve Cook,I like the performance of this phone.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Grannys Gift,Granny P,Bought for my grandson he loves it,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,New 14!,JBBBB,"I am pretty up to date with iPhone technology, so this is a nice upgrade from my XS. There are many similarities, but the best part is having such a long battery life (again) since I have a new phone! I only wish ATT would have offered more colors in the 256GB option instead of just Midnight.",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,New iPhone 14,Chapin73,Excellent! Delivered on time and no issues at all. Thank you!,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Love it,KJDEES,Love it and so glad I got it,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Definitely an upgrade!,Autumn K,Was very surprised how nice it is,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Horrible experience,NophoneJ,This company is a trip. Fix your system. You line it all up and then send me a denial letter way after the fact. Send me a review and then tell me I have redo it cause you done like what it says.,1,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,new phone,KRSArizona,As with any new phone. there is a learning curve,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone 14,Sre49,I love the new phone and the new phone promotion offer was great. Switching over from the old phone was simple with the step by step instructions,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone 14,Lookah,I bought this for my husband and he loves it.,4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Supeeeeeeeeeeeeeeeeer,Venkat0131,Features are very good. I like the color and model.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Great phone great camera,Nope69,Better battery it’s awesome,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,It’s a good phone,Cwilb,It’s a good phone I bought two of them for my children six and eight years old it’s such a nice phone that my daughter was caught with it in school and the teacher called me to tell me about it and told me that the phones are nicer then her iPhone,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Great Company,Chandral,Fast and decent shipping and set up process,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,As expected,Jon C S,Just what I expected on an upgrade.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Works,Cherries,Works fine also why’s this box have a minimum,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Enjoying my iPhone 14,KendraL,"Great product and fast shipping for my iPhone 14. Occasionally it seems to have a glitch or two, but it has been a good phone for the most part—no major issues.",4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Delivered as promised,Ron Allen,Product received just as described. Looks awesome up close.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Beautiful but too small,Kre8iv1,"Screen is way too small - beautiful resolution and lit evenly, but too small Exchanged for a promax",1,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Disappointing service from ATT,Future Verizon user,"I ordered the iPhone THREE separate times online, each time ATT cancelled the order saying they could not verify it was me placing the order even though I completed all the required steps including uploading the requested identification (drivers license)! Between each order multiple phone calls were placed to ATT for assistance. Each order was subsequently cancelled. After the last attempt I gave up. To make matters even worse, ATT charged me for the upgrade fee and then wanted to credit it back to me over a few months instead of refunding the fee.",1,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,resolving issues,JLHall,resolving an issue is extremely difficult. I love the customer care team approach but getting a different person each time and people closing tickets prior to resolution is not acceptable. I spent weeks and over 40 hours on the phone to resolve my issue. the fix came with tech support in Mexico fixing something in the att system. I have 6 phones and have been a loyal customer for over 25 years.,3,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,New iPhone 14,Jim Bean 2,"Good phone, no problems so far.",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,My daughter loves the phone,Marins,It’s a great phone! Works great,4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,A,None12345678,Phone not working after given as a Christmas gift and ATT offers no help,1,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,so easy to operate,Crokitty,Really like my new phone holds a charge for long while like all the features too.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Good as usual,Hboles,"Very nice, lighter weight than I expected. A nice upgrade from my SE.",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Its a phone.,Crib,Its fine. Only diff is that there is no longer a home button at bottom of screen which takes getting used to.,4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Issues with volume control,DLove5716,New phone and volume button has a mind of its own! Adjusts down constantly. I will turn it up wait a second or two and recheck it for it to only have lower led the volume again and again. Even turning off the button controls does not keep this from happening! Ugh!,3,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Winter time will use in spring,Only mee,Bought as a replacement phone for wife did not use camera outdoors yet waiting for springtime,4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone 14,Wendy Gaspard,Great phone. Love it. It has plenty of memory for me and the battery lasts long.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Little phone,Big Daddy Wooo Woo,Phone was way smaller then I thought it would be.,3,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Fast and easy!,Lora R,Such an easy a phone purchase and activation!!,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone 14,Tarisa,Perfect for my grandchild,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone 14,Tarisa,Perfect for my grandchild,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,It’s purple! Duh,,Love the color and lightness of it. Daughter said she has to get use to not having a home button. She’s so in love with her upgrade and her favorite Christmas gift this year.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Great phone indeed,Maria Paz,"It was a gift to my Mom, & she loves it!",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Purple iPhone 14,bagelgade,Love my new phone so much! iPhones are just really good phones! They are so easy to use and I’m very happy with it!,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Apple iPhone 14,Sandra Kelly,"I like this iPhone 14 , it’s light weigh- New features are great.",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Difficulty Connecting despite troubleshooting,LSwan,"I love the camera. I do not love that I am unable to connect my Apple Watch to this phone. It is the SAME phone number, and the same Apple ID and password, but it will not connect. :/ Also, my Pro Beats ear buds are having difficulty connecting. Both were seamless with my old phone.",4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,New iPhone14,Ike Brown,"I recently bought this iPhone 14 for my 10 year old, and she loves it!",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Misguided,Catherine Lance,"This new line was supposed to reduce my monthly payment, it went up $158!",1,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Works great,Felice1112,"Works great, big upgrade from my old XR",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,good value starter phone,MinnowGT,got it for great price during xmas sales. good size for our daughter to hold. ok battery life.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone 14,Bethah,"The phone itself fine, the price is ridiculous",4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Yellow I phone 14,Bethah,"The phone itself is fine, the cost is ridiculous which is why I lowered the start",4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone 14,,She is pleased. Getting better every new version. I got her iPhone 13 Pro 😀,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Great phone,KoRynn,"Absolutely amazing phone! Fitness, speed, and ease of use.",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,All the new bells & wistles. Batter life stinks,,Short battery life is the only issue I’m having.,3,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,good phone,,"No issues so far, it was for my son",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,My grandson absolutely loved the phone,,"You will absolutely love this phone takes, great pictures, videos, etc.",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Phone quality,CLKay,Phone looks and performs as expected. No issues so far.,4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Purple,,Great phone and love the camera,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Na,,Love the battery life and the camera is great,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Love my phone,,I love my phone!! It’s my first Apple phone and it’s great!😊,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Easy process,Jusglo,Great easy to shop variety of items and sales,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Love it,Clw1,Great phone it really was a great upgrade,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,New Phone- yeah!!!,Plymouth Larry,The I Phone came quickly and the transfer was easy. I like this new phone.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Good phone,Bolin,Great phone & easy switch from my old phone,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,ATT SUCKS,Rozz1,Worst purchase ever!!!! DO NOT PURCHASE FROM ATT ONLINE,1,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Beautiful,,Great phone love the camera to,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Great phone,Xavier C,It's an iPhone -- what can I say? It's an iPhone -- it's great. Save a ton of money by purchasing a 14 rather than the brand new 15.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Pretty,C Hollenbeck,Aesthetically pleasing easy to navigate decent camera,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,My banana/lemon color iPhone,Cheryl Morland,I lovecthis phone . My first IPhone. My expectations are exceedingly wonderful. Setting the IPhone up was easy. The graphic and colors are vibrant and clear as weĺl.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Pocket sized upgrade!,GrammaK,I love my new phone. I needed an upgrade at the start of the year and this promo came at the right time. Fits in my pocket well.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Price is right!,GrammaK,A nice phone at a nice price. I like it!,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Comfortable fit!,GrammaK,"Nice sized phone; fits in my hand without aggravating the arthritis! Easy to learn to use, too.",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Kids are happy,Do it,Great upgrade for my teens,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Great for teens,Do it,No complaints - great phone!,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,New phone.,Sherrille84,My son has enjoyed using his phone. No complaints.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,amazing,ceionie,"phone works amazing, feels comfortable in hands and also is a great phone if your new to the whole iphone thing, go to the one inside white marsh mall",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Nice phone!,KFont,"Nice phone! Love the size. Not having a button anymore took a little getting used to but not a big deal. Also, I love the blue color.",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone14-128GB,VM iPhone User,Great deal for a new phone!,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone 14,Chloe crum,Phone has had issues with SIM card and keeping service.,1,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Outstanding product and experience,Paroba66,Ordering a new device was hassle-free. The new phone was shipped promptly and received in perfect condition. Instructions provided to transfer data from the old phone to the new phone were easy to follow.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Huge upgrade and well worth it,C3MI,"Got this phone for my daughter, who still had her iPhone 6 that she liked so much (the button!). But it was time to finally upgrade. She loves it so far. Especially the battery life! She likes a smaller sized phone and was afraid the 14 would be too big, but it's only slightly taller than her old phone so she's happy.",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Great price great service,,I love my new I Phone 14 the color everything getting my new phone was a quick process,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Phone performance,Rick 2000,Phone is fine but occasionally jumps from screen to screen along with the screen locking up,4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone,Buddylee945,Awesome phone for the price,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Good phone,Addictedtomyphone,"I like the larger screen, but miss the home button. The CS guy was nice & put the protector screen quickly. He also put my new case but wish he cleaned the phone prior because debris was caught between phone & clear case. The case is very difficult to remove.",4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Great service,jandv,"Simple to order, fast shipping and easy set up at home.",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone 14 any good?,,I upgraded from the iPhone 13 Pro Max. It’s not a huge difference aside from the screen,3,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Iphone 14,Sissy17,The phone is great and features are wonderful,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Iphone14,Sissy17,The phone has been great! The features are wonderful!,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Solid Midnight,JazzPoet Michael,The iPhone 14 Midnight feels solid. It has a great and full sound both music and voice. I suggest everyone have at least 1 iPhone in the family.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Online order easy transition. 5 stars,Justin 12345,Easy order and setup of new phone.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Quick shipping,EDuff,"Came in the mail quickly, no problems with the phone",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Awesome phone that came right on time,Kenyatta Hills,Awesome phone with all the bells and whistles,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Awesome phone! Loveall the new features,Dhogle,Awesome phone love the cam,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Great phone.,Kevin F Tulare,"It’s a great phone, I’m very happy with it.",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,I phone 14,Julie,"Online purchasing was down for several days, but after it was working I had no issues.",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,IPhone 14,,Great phone but it is SMALL. My only regret is that I didn't get the plus especially since I'm a senior and it can be hard to read the small screen.,3,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone 14,Rss86,Great phone. Great battery life.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Upgrade from 11 to 14,Joanne67,Upgraded from 11 other than better camera not impressed at all.,2,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Super fast shipping,BrianP4583,Great shipping. super easy to do,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,"iPhone purchase, Black Friday promotion.",Maura Guttenberg,"The 2 months, my bill has been much higher than the promotion promised.",1,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Just OK Terrible side buttons,CinCin 94,"I bought the 14 after having an Iphone X for 6 years until the battery died. I stuck with this model instead of the pro or pro Max due to the smaller size fits in my hand better. The sound is very good, don’t notice any real difference in picture quality or speed. The one HUGE dislike I have is the side buttons. I bought a normal case, nothing thick like some are, and the buttons are flush with the case. I literally have to use my fingernail and push mightily to adjust the ringer volume or take a print screen. I did not have this problem with my iPhone X. This is a huge flaw in design and a source of frustration for me. I will struggle with it for a while but I’m not going to keep this phone.",4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Make the Switch,J Lamb,"Just switched from an Samsung Galaxy, has been relatively . Still learning the ins and outs but enjoying it as I go.",4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,New phone,Don Is,Last phone was an 8 nicer screen size better camera volume is not as loud though,4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Quick purchase,Happy AT and T customer,My daughter is very happy with her new phone,4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Satisfied,Isaac D,one month in owning and my mother currently is satisfied with the phone.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,"I love my new iPhone, i recommend it to everyone.",Hightower1545,"Great phone, highly recommended",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,fine,getinloser,other than the battery life I notice zero difference or improvements over my iphone11,3,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,If you see a great deal jump on it.,KatG56,This an awesome some phone it came with a great deal.,4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Camera is 🔥,JanLI,"Great size , all the great features and the best camera!",5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,iPhone 14,Lorraine D,The phone has worked fine. The camera is terrific. I did have some issues with transferring everything from my iPhone X.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,IMO,Ranger190,Easy to port my information best Xmas present in 2023,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,Very nice phone,Cthomp1960,"Very nice phone! Camera is very good! I was hoping for better battery life, but works great!",4,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,I love my iPhone,IselaA06,It has a long lasting battery it’s very reliable and fast nice cámara quality and a phone I would recommend to all.,5,0,
https://www.target.com/p/apple-iphone-14/-/A-87577447,It's a WIN,Jenny Jorgensen,"This phone is for my husband who is technologically challenged. We have it able to sync to his hearing aides and when he uses it (not as often as most folks) he loves that connection. Someday, we may be able to lose our landline to our cells! It syncs great with our other Apple products which is basically all of our tech. Thanks.",5,0,
